title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price
"""Panier de Fleurs""; Panier de fleurs","JACQUET, GUSTAVE JEAN",French,Still Life,Painting,29,23.5,681.5,"McLean, Thomas",Dealer,"Billings, Cornelius Kingsley Garrison",Collector,"54 Wall St., New York, NY, USA","40.706165,-74.009067",1902-03-03,1911-01-13,230,900
Wasserschöpfendes Mädchen,"MEYER, JOHANN GEORG",German,Genre,Painting,,,,"Meyer, Johann Georg",Artist,"Myers, Theodore V.",Collector,"21 W. 46th St., New York, NY, USA","40.756374,-73.979487",1882-09-09,1882-11-11,6000,2000
Blumentragendes do [Mädchen],"MEYER, JOHANN GEORG",German,Genre,Painting,,,,"Meyer, Johann Georg",Artist,"Wilson, Richard T.",Collector,"511 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-11-11,5000,1850
Hunting scene,"KOWALSKI-WIERUSZ, ALFRED VON",Polish,Genre,Painting,,,,"Lepke, N.L., Galleries",Dealer,"Clark, Louis Crawford",Collector,"311 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-08-08,1882-11-11,3800,1500
Nymph,"KNAUS, LUDWIG",German,History,Painting,,,,"Lepke, N.L., Galleries",Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-08-08,1882-10-10,14000,5000
A female portrait; Female portrait,"BECKER, KARL LUDWIG FRIEDRICH",German,Portrait,Painting,,,,"Lepke, N.L., Galleries",Dealer,"Parker, James V.",Collector,"253 Madison Ave., New York, NY, USA","40.750453,-73.980944",1882-08-08,1883-10-10,1350,300
La Source,"BOUTIBONNE, EDOUARD",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Huntington, Arabella D., Mrs.",Collector,"4 W. 54th St., New York, NY, USA","40.761003,-73.975459",1877-02-02,1877-07-07,1500,600
"[""Driving out the flock"" title info from Sales Book 6, 1885-1892, f.2]; Return to fold","MICHETTI, FRANCESCO PAOLO",Italian,Genre,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Kernochan, Katherine Lorillard",Collector,"182 Madison Ave., New York, NY, USA","40.74769,-73.983202",1882-09-09,1886-01-13,80,650
"[""Market morning Constantinople"" title info from Sales Book 6, 1885-1892, f.8]; Scene de Mardi; Scène de Mardi","PASINI, ALBERTO",Italian,Genre,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Garland, James Albert",Collector,"259 Madison Ave., New York, NY, USA","40.750764,-73.980774",1882-09-09,1886-01-13,220,1800
"Dull, no news","MCCLOY, SAMUEL",British,Genre,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Colbron, W.T.",Collector,"26 E. 68th St., New York, NY, USA","40.769209,-73.967824",1882-09-09,1882-12-12,20,150
L'Eventail naturel,"BOUGUEREAU, ADOLPHE WILLIAM",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Ayer, Josephine Mellen Southwick",Collector,"5 W. 57th St., New York, NY, USA","40.763087,-73.974031",1882-09-09,1883-01-13,22500,7000
Prisonniers de guerre,"PASINI, ALBERTO",Italian,Genre,Painting,,,,Goupil et Cie.,Dealer,"Eastman, Timothy C.",Collector,"6 E. 70th St., New York, NY, USA","40.77097,-73.967826",1882-09-09,1883-02-02,13000,3250
Porte d'un Vieux palais,"PASINI, ALBERTO",Italian,Genre,Painting,,,,Goupil et Cie.,Dealer,"Knapp, Joseph Fairchild",Collector,"84 Bedford Ave., Brooklyn, NY, USA","40.720959,-73.953805",1882-09-09,1882-12-12,5500,1500
Tentation,"BEAUMONT, EDOUARD DE",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Kelly, Patrick J.",Collector,"1237 Broadway, New York, NY, USA","40.747049,-73.988489",1882-09-09,1882-12-12,1000,400
Charité,"BODENMÜLLER, ALPHONS",German,Genre,Painting,,,,Goupil et Cie.,Dealer,"De Coppet, H.",Collector,"22 W. 17th St., New York, NY, USA","40.738133,-73.992769",1882-09-09,1882-12-12,4900,1750
Vache près bois,"DIETERLE, MARIE",French,Landscape; Animals,Painting,,,,Goupil et Cie.,Dealer,"Slayback, John D.",Collector,"416 Madison Ave./84 Broadway, New York, NY, USA","40.756756,-73.976505",1882-09-09,1883-03-03,1100,350
Le printemps,"COT, PIERRE AUGUSTE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Osborn, Charles J.",Collector,"587 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-12-12,8000,2250
L'orage,"COT, PIERRE AUGUSTE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Osborn, Charles J.",Collector,"587 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-12-12,8000,2250
Femme nue,"HENNER, JEAN JACQUES",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Weld, Charles Goddard",Collector,"160 Chambers St., New York, NY, USA","40.71603,-74.010238",1882-09-09,1883-06-06,5250,1750
Daphné & Chloe; Daphné & Cloé,"BOUGUEREAU, ELIZABETH JANE GARDNER",American,History,Painting,,,,Goupil et Cie.,Dealer,"Barney, Ashbel Holmes",Collector,"101 E. 38th St., New York, NY, USA","40.749603,-73.979503",1882-09-09,1883-07-07,7980,2500
Pêcheuse,"HAGBORG, OTTO",British,Genre,Painting,,,,Goupil et Cie.,Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-10-10,3150,1200
Allant aux champs,"LAUGÉE, GEORGES FRANÇOIS PAUL",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Weeks, Samuel, Jr.",Collector,"646 Madison Ave., New York, NY, USA","40.764126,-73.971202",1882-09-09,1884-01-13,1260,500
L'heure du Diner,"DUPRÉ, JULIEN",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Trotter, Theodore Van Antwerp",Collector,"11 E. 55th St., New York, NY, USA","40.761553,-73.974558",1882-09-09,1883-01-13,1575,575
Travail difficile,"HACKER, ARTHUR",British,Genre,Painting,,,,Goupil et Cie.,Dealer,"Niles, Lucien H.",Collector,"9 E. 66th St., New York, NY, USA","40.768582,-73.969556",1882-09-09,1883-10-10,1250,500
Le vieux pont,"MARCKE DE LUMMEN, EMILE VAN",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Fiske, Josiah M.",Collector,"999 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1883-03-03,4500,1250
Marais vache noire,"MARCKE DE LUMMEN, EMILE VAN",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Altman, Benjamin",Collector,"Sixth Ave., New York, NY, USA","40.723625,-74.004786",1882-09-09,1882-12-12,4500,1250
Tête a Tête,"KAEMMERER, FREDERIK HENDRIK",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,"Myers, Theodore V.",Collector,"21 W. 45th St., New York, NY, USA","40.755748,-73.979945",1882-09-09,1882-11-11,2500,750
"[""Le fou"" title info from Sales Book 5, 1881-1885, f.205]; Cavalier fou","FROMENTIN, EUGÈNE",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Mannheimer, Godfrey",Collector,"26 W. 58th St., New York, NY, USA","40.764145,-73.974618",1882-09-09,1885-03-03,6000,2000
Temps d'avril,,French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Rhinelander, Laura Virginia",Collector,"14 Washington Square North, New York, Ny, USA","40.731447,-73.99717",1882-09-09,1883-02-02,1250,700
a bit of blue,"BOUGHTON, GEORGE HENRY",British,Genre,Painting,,,,"McLean, Thomas",Dealer,"Bishop, Heber R.",Collector,"995 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-10-10,120,800
"[""Two friends"" title info from Sales Book 5, 1881-1885, f.87]","EDELFELT, ALBERT GUSTAF ARISTIDES",Finnish,Genre,Painting,,,,"McLean, Thomas",Dealer,"Houston, James Buchanan",Collector,"24 W. 53rd St./24 Broad St., New York, NY, USA","40.760662,-73.976427",1882-09-09,1882-12-12,55,450
"[""The letter"" title info from Sales Book 5, 1881-1885, f.115]","JACQUET, GUSTAVE JEAN",French,Genre,Painting,,,,"McLean, Thomas",Dealer,"Whitney, William Collins",Collector,"74 Park Ave., New York, NY, USA","40.749903,-73.979424",1882-09-09,1883-04-04,240,1750
La reverie,,French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Houston, James Buchanan",Collector,"24 W. 53rd St./24 Broad St., New York, NY, USA","40.760662,-73.976427",1882-09-09,1882-12-12,2100,700
2 Officiers,"WALKER, JAMES ALEXANDER",British,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Connor, Washington Everett",Collector,"14 E. 45th St., New York, NY, USA","40.755509,-73.979825",1882-09-09,1882-10-10,2100,600
Jeune femme,"DEFREGGER, FRANZ JACOB VON",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Harper, Joseph Abner",Collector,"234 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1882-09-09,1883-03-03,3200,800
Retour du Bal,"EGUSQUIZA, ROGELIO",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Havemeyer, C.W.",Collector,"302 Madison Ave., New York, NY, USA","40.752271,-73.979782",1877-02-02,1877-03-03,1000,450
"[""A good vintage"" title info from Sales Book 5, 1881-1885, f.80]","GRÜTZNER, EDUARD VON",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Knapp, Joseph Fairchild",Collector,"84 Bedford Ave., Brooklyn, NY, USA","40.720959,-73.953805",1882-09-09,1882-11-11,1900,700
"[""Monk drinking"" title info from Sales Book 5, 1881-1885, f. 104]","GRÜTZNER, EDUARD VON",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Martin, Bradley",Collector,"22 W. 20th St., New York, NY, USA","40.739889,-73.991489",1882-09-09,1883-02-02,1900,700
"[""Spelling lesson"" title info from Sales Book 5, 1881-1885, f.85]","RENTEL, MAX",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Guild, Frederick A.",Collector,"14 Remsen St., Brooklyn, NY, USA","40.695018,-73.998083",1882-09-09,1882-12-12,350,135
Pont des arts,"BÉRAUD, JEAN",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Ward, Ferdinand De Wilton",Collector,"81 Pierrepont St., Brooklyn, NY, USA","40.695422,-73.994464",1882-09-09,1883-01-13,2500,850
La fille du pêcheur,"BOUGUEREAU, ADOLPHE WILLIAM",French,Genre,Painting,,,,Arnold and Tripp,Dealer,"Glazier, Isaac",Collector,"17 E. 67th St./66 Broadway, New York, NY, USA","40.768886,-73.968518",1882-09-09,1882-10-10,20000,5500
Port de Venise,"ZIEM, FÉLIX FRANÇOIS GEORGES PHILIBERT",French,Landscape,Painting,,,,Arnold and Tripp,Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-11-11,7000,2000
[Chasse en Padolie]; Chasse en Padolie,"CHELMONSKI, JOSEF",Polish,Genre,Painting,,,,Arnold and Tripp,Dealer,"Reid, Thomas",Collector,"327 W. 57th St., New York, NY, USA","40.767383,-73.984265",1882-09-09,1885-01-13,1500,450
Rivière,"DAUBIGNY, CHARLES FRANÇOIS",French,Landscape,Painting,,,,Arnold and Tripp,Dealer,"Clark, George Crawford",Collector,"7 W. 37th St., New York, NY, USA","40.750491,-73.983286",1882-09-09,1882-11-11,10000,3000
Coup de Vent,"PALMAROLI GONZÁLEZ, VICENTE",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Woodbury, Charles H.",Collector,"24 W. 20th St., New York, NY, USA","40.739918,-73.99154",1877-02-02,1877-04-04,3300,1000
Tête de femme,"JACQUET, GUSTAVE JEAN",French,Genre,Painting,,,,Arnold and Tripp,Dealer,"Wall, Evander Berry",Collector,"43 Park Ave., New York, NY, USA","40.748639,-73.980168",1882-09-09,1883-01-13,2200,550
"[""Sunset at Stamboul"" title info from Sales Book 6, 1885-1892, f.95]; Pecheuses à Stamboul; Pêcheuses à Stamboul","ZIEM, FÉLIX FRANÇOIS GEORGES PHILIBERT",French,Landscape,Painting,,,,Arnold and Tripp,Dealer,"Herst, K.E., Mrs.",Collector,"438 W. 23rd St., New York, NY, USA","40.736432,-73.977852",1882-09-09,1887-03-03,800,350
Chantant le Psaume,"TAMBURINI, ARNALDO",Italian,Genre,Painting,,,,Arnold and Tripp,Dealer,"Matthiesen, Francis O.",Collector,"581 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1883-01-13,800,300
Paysage,"DUPRÉ, JULES",French,Landscape,Painting,,,,Arnold and Tripp,Dealer,"Morgan, Mary J.",Collector,"7 E. 26th St., New York, Ny, USA","40.743371,-73.987898",1882-09-09,1883-12-12,8000,2350
Tete de femme,"PALMAROLI GONZÁLEZ, VICENTE",Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Havemeyer, C.W.",Collector,"301 Madison Ave., New York, NY, USA","40.752186,-73.979657",1877-02-02,1877-03-03,900,275
Jean de Paris,"ROUSSEAU, THÉODORE",French,Landscape,Painting,,,,"Petit, Georges",Dealer,"Morgan, Mary J.",Collector,"7 E. 26th St., New York, Ny, USA","40.743371,-73.987898",1882-09-09,1883-12-12,55000,15175
Tigre & serpent; Tigre & Serpent,"DELACROIX, EUGÈNE",French,Animals,Painting,,,,"Petit, Georges",Dealer,"Morgan, Mary J.",Collector,"7 E. 26th St., New York, Ny, USA","40.743371,-73.987898",1882-09-09,1883-12-12,16000,4775
Audrey,"COROT, JEAN BAPTISTE CAMILLE",French,Landscape,Painting,,,,"Petit, Georges",Dealer,"Ayer, Josephine Mellen Southwick",Collector,"7 W. 57th St., New York, NY, USA","40.763115,-73.974081",1882-09-09,1883-01-13,10000,2750
Petite tête d'enfant,"BOUGUEREAU, ADOLPHE WILLIAM",French,Genre,Painting,,,,"Petit, Georges",Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-10-10,2500,850
Paysanne,"BRETON, JULES ADOLPHE AIMÉ LOUIS",French,Genre,Painting,,,,"Petit, Georges",Dealer,"Morgan, Mary J.",Collector,"7 E. 26th St., New York, Ny, USA","40.743371,-73.987898",1882-09-09,1883-12-12,6300,1950
Etude Aquarelle,"VIBERT, JEHAN GEORGES",French,,Watercolor,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Myers, Theodore V.",Collector,"116 E. 37th St., New York, NY, USA","40.748556,-73.979337",1877-02-02,1879-05-05,400,100
Le Bucheron,"MILLET, JEAN FRANÇOIS (1814)",French,Genre,Painting,,,,"Petit, Georges",Dealer,"Seney, George Ingraham",Collector,"14 E. 45th St., New York, NY, USA","40.755509,-73.979825",1882-09-09,1882-10-10,29000,8500
L'amour; L'Amour,"BOUGUEREAU, ADOLPHE WILLIAM",French,Genre,Painting,,,,"Petit, Georges",Dealer,"Morgan, Mary J.",Collector,"7 E. 26th St., New York, Ny, USA","40.743371,-73.987898",1882-09-09,1883-11-11,14500,3800
Futaie,"DIAZ DE LA PEÑA, NARCISSE VIRGILE",French,Landscape,Painting,,,,"Petit, Georges",Dealer,"Weld, Charles Goddard",Collector,"160 Chambers St., New York, NY, USA","40.71603,-74.010238",1882-09-09,1883-05-05,28000,7250
Cavalier arabe,"DELACROIX, EUGÈNE",French,Genre,Painting,,,,"Petit, Georges",Dealer,"Havemeyer, Henry Osborne",Collector,"117 Wall St., New York, NY, USA","40.704702,-74.006887",1882-09-09,1882-10-10,26000,7000
Spring,"BOUGHTON, GEORGE HENRY",British,Landscape,Painting,,,,Agnew's,Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-10-10,83,750
"""Venetian Senator""; Venetian Senator","TINTORETTO, DOMENICO (DOMENICO ROBUSTI)",Italian,Portrait,Painting,46,34.5,1587,Robert Frank Ltd.,Dealer,"Pinakos, Inc. (Rudolf Heinemann)",Dealer,"907 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1937-06-06,1968-12-12,5000,1665.2173913043478
Winter,"BOUGHTON, GEORGE HENRY",British,Landscape,Painting,,,,Agnew's,Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-10-10,83,750
Le Sommeil du juste,"FRAPPA, JOSE",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Vanderbilt, Frederick William",Collector,"673 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1883-03-03,1000,300
Enfants s/ les Dunes,"ARTZ, DAVID ADOLF CONSTANT",Dutch,Landscape,Painting,,,,Goupil et Cie.,Dealer,"James, Daniel Willis",Collector,"40 E. 39th St., New York, NY, USA","40.750691,-73.980446",1882-09-09,1882-11-11,2500,700
Bénédicité,"BISSCHOP, CHRISTOFFEL",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,"Bishop, Heber R.",Collector,"995 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-10-10,6500,2000
[Charrue]; Charrue,"MARIS, JACOB HENRICUS",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,"Pyne, Percy Rivington",Collector,"20 E. 22nd St., New York, NY, USA","40.740392,-73.989192",1882-09-09,1887-05-05,2500,500
"""View from the Artist's Window""; View from the Artist Window, 90 Grove St, N.Y. City; View from the artist's window; View from the Artist's Window","BLUM, ROBERT FREDERICK",American,Landscape,Painting,22,19,418,Parke-Bernet Galleries,Dealer,"Horowitz, Raymond J.",Collector,"1025 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1940-01-13,1964-01-13,120,450
Fleurs & accessoires,"ROBIE, JEAN BAPTISTE",Belgian,Still Life,Painting,,,,E. LeRoy & Co.,Dealer,"Glazier, Isaac",Collector,"17 E. 67th St./66 Broadway, New York, NY, USA","40.768886,-73.968518",1882-09-09,1882-10-10,7500,2500
Jeune fille Fellah,"BOUGUEREAU, ADOLPHE WILLIAM",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Chanler, John Winthrop",Collector,"192 Madison Ave./111 Broadway, New York, NY, USA","40.748135,-73.982839",1877-02-02,1877-04-04,13500,3500
Pair heads,"KOTSCHENREITER, HUGO",German,Genre,Painting,,,,"Tooth, (Arthur), and Sons",Dealer,"Trotter, Theodore Van Antwerp",Collector,"11 E. 55th St., New York, NY, USA","40.761553,-73.974558",1882-09-09,1882-10-10,28,150
Interior,"DOMINGO MUÑOZ, JOSÉ",Spanish,Genre,Painting,,,,"Tooth, (Arthur), and Sons",Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-10-10,30,350
The salad,"SADLER, WALTER DENDY",British,Genre,Painting,,,,"Tooth, (Arthur), and Sons",Dealer,"Fiske, Josiah M.",Collector,"999 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1883-03-03,200,1350
Mosque door at Cordova,"WEEKS, EDWIN LORD",American,Landscape,Painting,,,,Durand-Ruel,Dealer,"Clark, Louis Crawford",Collector,"311 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-11-11,3500,1125
"[""Horse drinking"" title info from Sales Book 5, 1881-1885, f.77]","SCHREYER, CHRISTIAN ADOLF",German,Animals,Painting,,,,Tedesco Frères,Dealer,"Wilson, Richard T.",Collector,"511 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-09-09,1882-11-11,3625,900
"[""Landscape"" title info from Sales Book 5, 1881-1885, f.82]","STADLER, TONI VON (1850)",German,Landscape,Painting,,,,"Stroefer, Theodor",Dealer,"Rhines, J.O.",Collector,"49 W. 51st St., New York, NY, USA","40.758358,-73.974749",1882-09-09,1882-12-12,200,135
"[""Fancy head"" title info from Sales Book 5, 1881-1885, f.70]","KAULBACH, FRIEDRICH AUGUST VON",German,Genre,Painting,,,,"Stroefer, Theodor",Dealer,"Farrington, Edward A.",Collector,"7 E. 48th St./31 Broad St., New York, NY, USA","40.757406,-73.978181",1882-09-09,1882-10-10,2200,750
"Port of a Lady; Portrait of a lady, supposed to be Flora MacDonald; Portrait of a lady, supposed to be Hora Macdonald; Pt of a lady, supposed to be Flora MacDonald","HIGHMORE, JOSEPH",British,Portrait,Painting,44,39.875,1754.5,"Heinemann, Hermann",Dealer,"Caspary, Alfred H.",Collector,"60 Broadway, New York, NY, USA","40.706767,-74.012508",1925-07-03,1932-11-04,3000,2500
March.d de Gargouillettes; Marchd de Gargouillettes,"GÉRÔME, JEAN LÉON",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Morgan, Mary J.",Collector,"7 E. 26th St., New York, Ny, USA","40.743371,-73.987898",1882-09-09,1883-12-12,18000,5400
Marchand d'Oranges,"MARCIUS-SIMONS, PINKY",German,Genre,Painting,,,,Goupil et Cie.,Dealer,"Slayback, John D.",Collector,"416 Madison Ave./84 Broadway, New York, NY, USA","40.756756,-73.976505",1882-09-09,1883-02-02,1500,500
La lectrice,"LOUSTAUNAU, AUGUSTE",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Connor, Washington Everett",Collector,"14 W. 45th St., New York, NY, USA","40.755509,-73.979825",1882-10-10,1884-03-03,8925,2500
"[""The church in danger"" title info from Sales Book 5, 1881-1885, f.75]","VIBERT, JEHAN GEORGES",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Myers, Angelo L.",Collector,"105 E. 37th St., New York, NY, USA","40.74896,-73.979753",1882-10-10,1882-11-11,15000,5000
Fleur des Champs,"EDELFELT, ALBERT GUSTAF ARISTIDES",Finnish,Still Life,Painting,,,,Bulla Frères et Jouy,Dealer,"Eastman, Timothy C.",Collector,"6 E. 70th St., New York, NY, USA","40.77097,-73.967826",1882-10-10,1883-01-13,4200,1250
Femme au bord de la mer,"STEVENS, ALFRED EMILE LEOPOLD JOSEPH VICTOR",Belgian,Landscape,Painting,,,,Pitet ainé,Dealer,"Milbank, Jeremiah",Collector,"6 E. 38th St., New York, NY, USA","40.750724,-73.982457",1882-10-10,1882-11-11,12500,4000
Tandem,"GOUBIE, JEAN RICHARD",French,Genre,Painting,,,,Pitet ainé,Dealer,"Fiske, Josiah M.",Collector,"999 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-10-10,1883-03-03,2500,750
"[""Marguerite"" title info from Sales Book 6, 1885-1892, f.235]; [Marguerite]; Marguerite; Margueritte","HADAMARD, AUGUSTE",French,History,Painting,,,,Pitet ainé,Dealer,Schenck's Art Gallery,Dealer,"77 Cedar St., New York, NY, USA","40.707292,-74.008296",1882-10-10,1890-02-02,1200,175
Canale de Sn Giovano et Paolo,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Vanderbilt, Frederick William",Collector,"693 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-10-10,1882-12-12,4000,1500
Chiffonnier & mrchd [marchand] de faience dans le Finistère,"WYLIE, ROBERT",British,Genre,Painting,,,,Goupil et Cie.,Dealer,"Trotter, George M.",Collector,"16 E. 35th St. (Theo V.A.), New York, NY, USA","40.74835,-73.98248",1877-03-03,1879-01-13,3150,950
